/home/ad/miniconda/envs/hy/lib/python3.9/site-packages/torch_geometric/data/in_memory_dataset.py:300: UserWarning: It is not recommended to directly access the internal storage format `data` of an 'InMemoryDataset'. If you are absolutely certain what you are doing, access the internal storage via `InMemoryDataset._data` instead to suppress this warning. Alternatively, you can access stacked individual attributes of every graph via `dataset.{attr_name}`.
  warnings.warn(msg)
args
 Namespace(samples=4, concat=10, runs=3, latent_size=10, dataset='news20', seed=42, epochs=400, lr=0.01, weight_decay=0.0005, hidden=8, dropout=0.5, batch_size=128, tem=0.5, lam=1.0, pretrain_epochs=8, pretrain_lr=0.01, conditional=True, update_epochs=20, num_models=100, warmup=200, dname='20newsW100', add_self_loop=True, exclude_self=False, normtype='all_one', use_mediator=False, cuda=True)
data: Data(x=[16242, 100], edge_index=[2, 65451], y=[16242], n_x=16242, train_percent=0.01, num_hyperedges=100, totedges=100, norm=[65451])
(16242, 100)
[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 1.]
 [0. 0. 0. ... 0. 0. 0.]]
Hypergraph(num_v=16242, num_e=100)
Hypergraph(num_v=16242, num_e=100)
Run Train:   0%|          | 0/3 [00:00<?, ?it/s]Run:01 Epoch: 0001 loss_train: 1.3862 loss_val: 1.3785
Run:01 Epoch: 0002 loss_train: 1.3784 loss_val: 1.3689
Run:01 Epoch: 0003 loss_train: 1.3703 loss_val: 1.3596
Run:01 Epoch: 0004 loss_train: 1.3650 loss_val: 1.3534
Run:01 Epoch: 0005 loss_train: 1.3646 loss_val: 1.3540
Run:01 Epoch: 0006 loss_train: 1.3733 loss_val: 1.3613
Run:01 Epoch: 0007 loss_train: 1.3862 loss_val: 1.3719
Run:01 Epoch: 0008 loss_train: 1.4032 loss_val: 1.3826
Run:01 Epoch: 0009 loss_train: 1.4236 loss_val: 1.3907
Run:01 Epoch: 0010 loss_train: 1.4424 loss_val: 1.3956
Run:01 Epoch: 0011 loss_train: 1.4540 loss_val: 1.3977
Run:01 Epoch: 0012 loss_train: 1.4613 loss_val: 1.3966
Run:01 Epoch: 0013 loss_train: 1.4626 loss_val: 1.3914
Run:01 Epoch: 0014 loss_train: 1.4589 loss_val: 1.3831
Run:01 Epoch: 0015 loss_train: 1.4497 loss_val: 1.3748
Run:01 Epoch: 0016 loss_train: 1.4424 loss_val: 1.3682
Run:01 Epoch: 0017 loss_train: 1.4370 loss_val: 1.3632
Run:01 Epoch: 0018 loss_train: 1.4351 loss_val: 1.3589
Run:01 Epoch: 0019 loss_train: 1.4316 loss_val: 1.3536
Run:01 Epoch: 0020 loss_train: 1.4283 loss_val: 1.3451
Run:01 Epoch: 0021 loss_train: 1.4187 loss_val: 1.3330
Run:01 Epoch: 0022 loss_train: 1.4066 loss_val: 1.3177
Run:01 Epoch: 0023 loss_train: 1.3872 loss_val: 1.2999
Run:01 Epoch: 0024 loss_train: 1.3653 loss_val: 1.2810
Run:01 Epoch: 0025 loss_train: 1.3438 loss_val: 1.2615
Run:01 Epoch: 0026 loss_train: 1.3219 loss_val: 1.2426
Run:01 Epoch: 0027 loss_train: 1.2994 loss_val: 1.2247
Run:01 Epoch: 0028 loss_train: 1.2809 loss_val: 1.2081
Run:01 Epoch: 0029 loss_train: 1.2653 loss_val: 1.1925
Run:01 Epoch: 0030 loss_train: 1.2542 loss_val: 1.1774
Run:01 Epoch: 0031 loss_train: 1.2435 loss_val: 1.1625
Run:01 Epoch: 0032 loss_train: 1.2336 loss_val: 1.1467
Run:01 Epoch: 0033 loss_train: 1.2243 loss_val: 1.1290
Run:01 Epoch: 0034 loss_train: 1.2118 loss_val: 1.1086
Run:01 Epoch: 0035 loss_train: 1.1976 loss_val: 1.0869
Run:01 Epoch: 0036 loss_train: 1.1843 loss_val: 1.0660
Run:01 Epoch: 0037 loss_train: 1.1744 loss_val: 1.0475
Run:01 Epoch: 0038 loss_train: 1.1608 loss_val: 1.0316
Run:01 Epoch: 0039 loss_train: 1.1535 loss_val: 1.0169
Run:01 Epoch: 0040 loss_train: 1.1421 loss_val: 1.0025
Run:01 Epoch: 0041 loss_train: 1.1338 loss_val: 0.9868
Run:01 Epoch: 0042 loss_train: 1.1259 loss_val: 0.9693
Run:01 Epoch: 0043 loss_train: 1.1168 loss_val: 0.9520
Run:01 Epoch: 0044 loss_train: 1.1075 loss_val: 0.9365
Run:01 Epoch: 0045 loss_train: 1.0996 loss_val: 0.9237
Run:01 Epoch: 0046 loss_train: 1.0864 loss_val: 0.9119
Run:01 Epoch: 0047 loss_train: 1.0858 loss_val: 0.9005
Run:01 Epoch: 0048 loss_train: 1.0767 loss_val: 0.8878
Run:01 Epoch: 0049 loss_train: 1.0703 loss_val: 0.8747
Run:01 Epoch: 0050 loss_train: 1.0598 loss_val: 0.8618
Run:01 Epoch: 0051 loss_train: 1.0450 loss_val: 0.8506
Run:01 Epoch: 0052 loss_train: 1.0402 loss_val: 0.8413
Run:01 Epoch: 0053 loss_train: 1.0371 loss_val: 0.8329
Run:01 Epoch: 0054 loss_train: 1.0316 loss_val: 0.8249
Run:01 Epoch: 0055 loss_train: 1.0239 loss_val: 0.8168
Run:01 Epoch: 0056 loss_train: 1.0208 loss_val: 0.8077
Run:01 Epoch: 0057 loss_train: 1.0144 loss_val: 0.7980
Run:01 Epoch: 0058 loss_train: 1.0080 loss_val: 0.7895
Run:01 Epoch: 0059 loss_train: 1.0018 loss_val: 0.7826
Run:01 Epoch: 0060 loss_train: 0.9948 loss_val: 0.7764
Run:01 Epoch: 0061 loss_train: 0.9957 loss_val: 0.7707
Run:01 Epoch: 0062 loss_train: 0.9926 loss_val: 0.7650
Run:01 Epoch: 0063 loss_train: 0.9808 loss_val: 0.7590
Run:01 Epoch: 0064 loss_train: 0.9804 loss_val: 0.7520
Run:01 Epoch: 0065 loss_train: 0.9729 loss_val: 0.7451
Run:01 Epoch: 0066 loss_train: 0.9694 loss_val: 0.7403
Run:01 Epoch: 0067 loss_train: 0.9725 loss_val: 0.7367
Run:01 Epoch: 0068 loss_train: 0.9617 loss_val: 0.7326
Run:01 Epoch: 0069 loss_train: 0.9599 loss_val: 0.7279
Run:01 Epoch: 0070 loss_train: 0.9514 loss_val: 0.7231
Run:01 Epoch: 0071 loss_train: 0.9510 loss_val: 0.7186
Run:01 Epoch: 0072 loss_train: 0.9507 loss_val: 0.7157
Run:01 Epoch: 0073 loss_train: 0.9489 loss_val: 0.7124
Run:01 Epoch: 0074 loss_train: 0.9397 loss_val: 0.7085
Run:01 Epoch: 0075 loss_train: 0.9404 loss_val: 0.7053
Run:01 Epoch: 0076 loss_train: 0.9353 loss_val: 0.7028
Run:01 Epoch: 0077 loss_train: 0.9329 loss_val: 0.7006
Run:01 Epoch: 0078 loss_train: 0.9337 loss_val: 0.6980
Run:01 Epoch: 0079 loss_train: 0.9316 loss_val: 0.6951
Run:01 Epoch: 0080 loss_train: 0.9260 loss_val: 0.6923
Run:01 Epoch: 0081 loss_train: 0.9256 loss_val: 0.6900
Run:01 Epoch: 0082 loss_train: 0.9266 loss_val: 0.6885
Run:01 Epoch: 0083 loss_train: 0.9250 loss_val: 0.6869
Run:01 Epoch: 0084 loss_train: 0.9203 loss_val: 0.6851
Run:01 Epoch: 0085 loss_train: 0.9181 loss_val: 0.6835
Run:01 Epoch: 0086 loss_train: 0.9181 loss_val: 0.6812
Run:01 Epoch: 0087 loss_train: 0.9187 loss_val: 0.6790
Run:01 Epoch: 0088 loss_train: 0.9153 loss_val: 0.6780
Run:01 Epoch: 0089 loss_train: 0.9186 loss_val: 0.6775
Run:01 Epoch: 0090 loss_train: 0.9178 loss_val: 0.6766
Run:01 Epoch: 0091 loss_train: 0.9090 loss_val: 0.6750
